area_id,10,11,12,1,2,3,4,5,6,7,8,9
1,0.00,0.00,0.00,0.00,779.00,597.00,16.00,0.00,0.00,0.00,0.00,0.00
2,0.00,0.00,0.00,0.00,889.00,681.00,18.00,0.00,0.00,0.00,0.00,0.00
3,0.00,0.00,0.00,0.00,1082.00,830.00,22.00,0.00,0.00,0.00,0.00,0.00
4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5,0.00,0.00,0.00,0.00,316.00,242.00,6.00,0.00,0.00,0.00,0.00,0.00
6,0.00,0.00,0.00,0.00,391.00,300.00,8.00,0.00,0.00,0.00,0.00,0.00
7,0.00,0.00,0.00,0.00,229.00,175.00,5.00,0.00,0.00,0.00,0.00,0.00
8,0.00,0.00,0.00,0.00,682.00,523.00,14.00,0.00,0.00,0.00,0.00,0.00
9,0.00,0.00,0.00,0.00,651.00,498.00,13.00,0.00,0.00,0.00,0.00,0.00
10,0.00,0.00,0.00,0.00,157.00,121.00,3.00,0.00,0.00,0.00,0.00,0.00
11,0.00,0.00,0.00,0.00,110.00,84.00,2.00,0.00,0.00,0.00,0.00,0.00
12,0.00,0.00,0.00,0.00,174.00,134.00,3.00,0.00,0.00,0.00,0.00,0.00
13,0.00,0.00,0.00,0.00,112.00,86.00,2.00,0.00,0.00,0.00,0.00,0.00
14,0.00,0.00,0.00,0.00,783.00,600.00,16.00,0.00,0.00,0.00,0.00,0.00
15,0.00,0.00,0.00,0.00,819.00,628.00,16.00,0.00,0.00,0.00,0.00,0.00
16,0.00,0.00,0.00,0.00,379.00,290.00,8.00,0.00,0.00,0.00,0.00,0.00
17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
18,0.00,0.00,0.00,0.00,519.00,398.00,10.00,0.00,0.00,0.00,0.00,0.00
19,0.00,0.00,0.00,0.00,724.00,556.00,14.00,0.00,0.00,0.00,0.00,0.00
20,0.00,0.00,0.00,0.00,566.00,434.00,11.00,0.00,0.00,0.00,0.00,0.00
21,0.00,0.00,0.00,0.00,27.00,21.00,1.00,0.00,0.00,0.00,0.00,0.00
22,0.00,0.00,0.00,0.00,148.00,113.00,3.00,0.00,0.00,0.00,0.00,0.00
23,0.00,0.00,0.00,0.00,593.00,454.00,12.00,0.00,0.00,0.00,0.00,0.00
24,0.00,0.00,0.00,0.00,220.00,168.00,4.00,0.00,0.00,0.00,0.00,0.00
25,0.00,0.00,0.00,0.00,754.00,578.00,15.00,0.00,0.00,0.00,0.00,0.00
26,0.00,0.00,0.00,0.00,103.00,78.00,2.00,0.00,0.00,0.00,0.00,0.00
27,0.00,0.00,0.00,0.00,8.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00
28,0.00,0.00,0.00,0.00,26.00,20.00,1.00,0.00,0.00,0.00,0.00,0.00
29,0.00,0.00,0.00,0.00,444.00,341.00,9.00,0.00,0.00,0.00,0.00,0.00
30,0.00,0.00,0.00,0.00,89.00,69.00,2.00,0.00,0.00,0.00,0.00,0.00
31,0.00,0.00,0.00,0.00,432.00,332.00,9.00,0.00,0.00,0.00,0.00,0.00
32,0.00,0.00,0.00,0.00,219.00,168.00,4.00,0.00,0.00,0.00,0.00,0.00
33,0.00,0.00,0.00,0.00,421.00,323.00,8.00,0.00,0.00,0.00,0.00,0.00
34,0.00,0.00,0.00,0.00,218.00,167.00,3.00,0.00,0.00,0.00,0.00,0.00
35,0.00,0.00,0.00,0.00,139.00,106.00,3.00,0.00,0.00,0.00,0.00,0.00
36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
37,0.00,0.00,0.00,0.00,225.00,173.00,5.00,0.00,0.00,0.00,0.00,0.00
38,0.00,0.00,0.00,0.00,709.00,544.00,14.00,0.00,0.00,0.00,0.00,0.00
39,0.00,0.00,0.00,0.00,1624.00,1246.00,32.00,0.00,0.00,0.00,0.00,0.00
40,0.00,0.00,0.00,0.00,427.00,327.00,9.00,0.00,0.00,0.00,0.00,0.00
41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
42,0.00,0.00,0.00,0.00,234.00,180.00,5.00,0.00,0.00,0.00,0.00,0.00
43,0.00,0.00,0.00,0.00,61.00,47.00,1.00,0.00,0.00,0.00,0.00,0.00
44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
46,0.00,0.00,0.00,0.00,161.00,124.00,3.00,0.00,0.00,0.00,0.00,0.00
47,0.00,0.00,0.00,0.00,86.00,65.00,2.00,0.00,0.00,0.00,0.00,0.00
48,0.00,0.00,0.00,0.00,296.00,227.00,6.00,0.00,0.00,0.00,0.00,0.00
49,0.00,0.00,0.00,0.00,197.00,150.00,4.00,0.00,0.00,0.00,0.00,0.00
50,0.00,0.00,0.00,0.00,277.00,212.00,6.00,0.00,0.00,0.00,0.00,0.00
51,0.00,0.00,0.00,0.00,364.00,279.00,7.00,0.00,0.00,0.00,0.00,0.00
52,0.00,0.00,0.00,0.00,547.00,419.00,11.00,0.00,0.00,0.00,0.00,0.00
53,0.00,0.00,0.00,0.00,440.00,337.00,9.00,0.00,0.00,0.00,0.00,0.00
54,0.00,0.00,0.00,0.00,291.00,223.00,6.00,0.00,0.00,0.00,0.00,0.00
55,0.00,0.00,0.00,0.00,238.00,183.00,5.00,0.00,0.00,0.00,0.00,0.00
56,0.00,0.00,0.00,0.00,334.00,256.00,7.00,0.00,0.00,0.00,0.00,0.00
57,0.00,0.00,0.00,0.00,167.00,128.00,3.00,0.00,0.00,0.00,0.00,0.00
58,0.00,0.00,0.00,0.00,457.00,350.00,9.00,0.00,0.00,0.00,0.00,0.00
59,0.00,0.00,0.00,0.00,391.00,299.00,8.00,0.00,0.00,0.00,0.00,0.00
60,0.00,0.00,0.00,0.00,435.00,333.00,9.00,0.00,0.00,0.00,0.00,0.00
61,0.00,0.00,0.00,0.00,496.00,380.00,10.00,0.00,0.00,0.00,0.00,0.00
62,0.00,0.00,0.00,0.00,112.00,86.00,2.00,0.00,0.00,0.00,0.00,0.00
63,0.00,0.00,0.00,0.00,171.00,131.00,3.00,0.00,0.00,0.00,0.00,0.00
64,0.00,0.00,0.00,0.00,253.00,193.00,5.00,0.00,0.00,0.00,0.00,0.00
65,0.00,0.00,0.00,0.00,361.00,276.00,7.00,0.00,0.00,0.00,0.00,0.00
66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
67,0.00,0.00,0.00,0.00,142.00,109.00,3.00,0.00,0.00,0.00,0.00,0.00
68,0.00,0.00,0.00,0.00,468.00,358.00,9.00,0.00,0.00,0.00,0.00,0.00
69,0.00,0.00,0.00,0.00,297.00,227.00,6.00,0.00,0.00,0.00,0.00,0.00
70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
71,0.00,0.00,0.00,0.00,88.00,68.00,2.00,0.00,0.00,0.00,0.00,0.00
72,0.00,0.00,0.00,0.00,496.00,380.00,10.00,0.00,0.00,0.00,0.00,0.00
73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
74,0.00,0.00,0.00,0.00,138.00,106.00,3.00,0.00,0.00,0.00,0.00,0.00
75,0.00,0.00,0.00,0.00,85.00,65.00,2.00,0.00,0.00,0.00,0.00,0.00
76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
78,0.00,0.00,0.00,0.00,187.00,143.00,4.00,0.00,0.00,0.00,0.00,0.00
79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
80,0.00,0.00,0.00,0.00,202.00,155.00,4.00,0.00,0.00,0.00,0.00,0.00
81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
82,0.00,0.00,0.00,0.00,48.00,37.00,1.00,0.00,0.00,0.00,0.00,0.00
83,0.00,0.00,0.00,0.00,328.00,252.00,7.00,0.00,0.00,0.00,0.00,0.00
